,A,B,C,D,E,F,G
3.0,4906200,5374252,5002753,4764482,5481366,5681250,3721392
6.0,5024240,5503869,5123365,4878938,5613707,5817600,3601422
8.0,5103800,5590090,5203773,4955744,5701740,5909106,3870774
