,10,26,27,28,29,30,31,32,33,35,36,37,38,9,whole floor
21.0,1985,1671,1671,1263,1255,1255,1255,1255,1255,1606,1593,1753,1783,1985,1985
54.0,1985,1671,1671,1263,1255,1255,1255,1255,1255,1606,1593,1753,1783,1985,1985
77.0,2646,1671,2359,1263,1255,1255,1255,1255,1255,3154,1591,1753,1783,1985,1985
