,1,10,11,12,12A,2,3,4,5,6,7,8,9
4.0,6042855,7181600,5014464,4865742,4345620,4434240,4434240,4434240,5224050,5224050,4434240,5238240,5484000
9.0,6308190,7496800,5234502,5078929,4536440,4628640,5452620,4628640,5452620,5452620,4628640,5362000,5724600
14.0,6572860,7811200,5454540,5292645,4726790,4823040,5681760,4823040,5681760,4823040,4823040,4774700,5965200
