,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,5167050,10545,490
7.0/F中層A,7.0,中層,A,5330710,10879,490
11.0/F高層A,11.0,高層,A,5493880,11212,490
3.0/F低層B,3.0,低層,B,5174400,10560,490
7.0/F中層B,7.0,中層,B,5338060,10894,490
11.0/F高層B,11.0,高層,B,5501230,11227,490
3.0/F低層C,3.0,低層,C,5174400,10560,490
7.0/F中層C,7.0,中層,C,5338060,10894,490
11.0/F高層C,11.0,高層,C,5501230,11227,490
3.0/F低層D,3.0,低層,D,5014170,10233,490
7.0/F中層D,7.0,中層,D,5212130,10637,490
11.0/F高層D,11.0,高層,D,5373830,10967,490
3.0/F低層E,3.0,低層,E,3952806,10569,374
7.0/F中層E,7.0,中層,E,4084828,10922,374
11.0/F高層E,11.0,高層,E,4210866,11259,374
3.0/F低層F,3.0,低層,F,4083706,10919,374
7.0/F中層F,7.0,中層,F,4214980,11270,374
11.0/F高層F,11.0,高層,F,4344384,11616,374
3.0/F低層G,3.0,低層,G,3969636,10614,374
7.0/F中層G,7.0,中層,G,4095300,10950,374
11.0/F高層G,11.0,高層,G,4221338,11287,374
3.0/F低層H,3.0,低層,H,3969636,10614,374
7.0/F中層H,7.0,中層,H,4095300,10950,374
11.0/F高層H,11.0,高層,H,4221338,11287,374
