,A,B,C,D,E,F,G,H
2.0,5828964,7116918,6891950,5822946,5651256,7605117,7151032,5720640
3.0,5882064,7175004,6947731,5900118,5700108,7209579,7209579,5837460
4.0,5920296,7229402,6988299,5881710,5746836,7264438,7264438,5881710
