,A,B,C,D,E,F,G,H,J,K,L,M
8.0,284,186,275,271,196,257,266,261,288,259,258,191
18.0,284,186,275,271,196,257,266,261,288,259,258,191
27.0,284,186,275,271,196,257,266,261,288,259,258,191
