,1,10,12,13,14,3,5,6,7,8,9
4.0,11851,11970,11877,11758,11760,12354,11844,11848,11719,11851,11838
7.0,12124,12245,12150,12049,12028,12088,12115,12120,11990,12170,12109
10.0,12404,12529,12430,12329,12307,12369,12396,12401,12268,12450,12391
