,1,10,12,13,14,3,5,6,7,8,9
4.0,6814325,7612920,6009762,8406970,8384880,8104224,7295904,7049560,6234508,6826176,7528968
7.0,6971300,7787820,6147900,8349957,8575964,7929728,7462840,7211400,6378680,5865940,7701324
10.0,7132300,7968444,6289580,8543997,8774891,8114064,7635936,7378595,6526576,6000900,7880676
