,1,10,11,12,13,14,2,3,313,4,5,6,7,8,9
5.0,260,300,300,266,315,278,329,345,315,318,271,266,270,266,270
9.0,260,266,300,300,283,278,350,345,315,310,271,300,270,300,300
13.0,260,266,300,300,315,278,350,345,315,318,300,300,270,300,300
