,1,10,11,12,13,14,2,3,313,4,5,6,7,8,9
5.0,12640,12681,11480,12856,10956,12399,10976,11006,11228,10771,12829,12588,12759,11966,12501
9.0,12988,13062,11827,13126,11941,12896,11344,11335,11565,11097,13345,12706,12971,11586,11850
13.0,13577,13635,12189,13537,11633,13308,11693,11684,11917,11440,13549,13109,13680,11946,12213
