,1,10,11,12,12A,13,14,15,16,17,17B,18,18A,19,2,20,21,22,23,25,26,27,28,29,3,30,31,32,33,34,35,36,37,37A,38,39,4,40,41,42,43,43A,44,45,46,47,48,49,5,50,51,52,53,54,54A,54B,55,55A,6,7,8,9
3.0,3315300,3118730,7089635,3278570,3056200,4351730,3229590,4096520,3150550,7012355,2905974,3037700,3130200,4085640,3329430,3479110,3331295,3424350,3113550,3991065,4417025,3991065,3957730,4285000,4351730,3971825,3909150,4035455,4111309,2997400,2855650,2977100,2977100,2977100,4162620,2899750,3150550,2977100,2995740,4205020,2928450,3257670,2977100,3363150,3004400,2977100,2892050,2977100,4351730,2994464,2977100,2977100,2977100,4722940,2399658,2381504,3019800,2697716,3150550,2807970,2977100,4144930
6.0,3249250,3110450,7257880,3288560,3129460,4269010,3307200,4181590,3227880,7222460,2977452,3196800,3147220,4192760,3629340,3610460,2824800,3421760,3191620,4358695,4360500,4358695,3958710,4328000,4269010,4074340,3999930,4074340,3933306,3175550,2972200,3050600,3050600,3050600,4271270,3016650,3227880,3050600,3071212,4313140,3064600,3338010,3050600,3373650,3078600,3050600,2962400,3050600,3807470,3068032,3050600,3050600,3050600,4658560,2418750,2387346,3036600,2878358,3227880,2824800,3050600,4225770
10.0,3281530,3203361,7491330,3388460,3227880,3052830,3410550,4303320,3163734,4609275,3166920,3255630,3225600,4364880,3468660,3462200,2839210,3382085,2746010,3154516,4432320,4358445,4340640,3146666,4403900,3128866,3989500,4242000,2784804,3302250,3148250,3190680,3243450,3145300,4686675,3200750,3163734,3243450,3262740,4400760,4555350,3405610,3243450,3491950,3266280,3243450,3194100,3243450,3929670,3263040,3243450,3263040,3157660,4802980,2501052,2468626,3333492,2974314,3281530,3052830,3055068,2452212
