,11,12,15,16,17,18,19,20,21,22,23,25
16.0,1596,1140,1569,1569,1140,1569,1569,1140,1582,1158,1140,1185
28.0,1596,1140,1569,1569,1140,1569,1569,1140,1582,1158,1140,1185
51.0,1596,1140,1569,1569,1140,1569,1569,1140,1582,1158,1140,1185
