,1,1-3,10,11,1114,12,1202,1208,13,1302,1306,1313,14,1404,15,1501,1506,1509,1510,1513,2,210,215,216,3,309,4,414,5,513,514,6,707,709,715,8,9,whole floor
3.0,1020,,675,675,640,,657,615,675,659,700,542,670,687,675,814,529,503,503,503,675,675,675,765,675,675,675,670,675,675,670,675,699,675,664,660,640,556
8.0,1020,,675,675,640,675,657,615,675,659,700,542,670,687,640,814,529,503,503,503,675,675,675,765,675,675,675,670,675,675,670,675,699,675,664,660,640,556
12.0,1020,,675,675,640,675,657,615,675,659,700,542,670,687,640,814,529,503,503,503,675,675,675,765,675,675,675,670,675,675,670,675,699,675,664,660,640,556
