,1,10,11,12,13,14,2,3,313,4,5,6,7,8,9
5.0,3286400,3804300,3444000,3419696,3451140,3446922,3611104,3797070,3536820,3425178,3476659,3348408,3444930,3182956,3375270
9.0,3376880,3474492,3548100,3937800,3379303,3585088,3970400,3910575,3642975,3440070,3616495,3811800,3502170,3475800,3555000
13.0,3530020,3626910,3656700,4061100,3664395,3699624,4092550,4030980,3753855,3637920,4064700,3932700,3693600,3583800,3663900
