,1,10,11,2,3,4,5,6,7,8,9
4.0,315,266,325,273,254,257,245,245,257,257,245
8.0,315,266,325,273,266,257,245,245,257,257,245
11.0,316,266,325,273,266,245,245,245,257,257,245
