,1,10,13,16,18,3,5,6,7,8,9
8.0,6209,6588,6043,6129,6043,6588,6181,5801,5801,6181,6129
16.0,6514,6881,6312,6401,6312,6881,6456,6059,7753,6456,8062
24.0,6804,7174,6580,6674,6580,7174,6731,6318,8101,6731,8413
