,10,12,14,15,16,17,18,3,9
8.0,7064,7036,6555,7068,7102,6917,6978,7064,6765
18.0,7450,7415,6909,7454,7483,7405,7353,7450,7073
28.0,7836,7791,7264,7840,7859,7769,7726,7836,7416
