,A,B,C,D,E,F,G,H
5.0,13882,14691,14948,15583,15417,13523,14948,15145
14.0,14603,15455,15348,16334,16156,14248,15348,15961
23.0,15233,16450,15620,17109,15648,15462,15620,16735
