,1,10,2,3,5,6,7,8
7.0,12734,11118,10458,12863,10257,12399,10458,12863
18.0,13484,11756,11156,13724,10942,13084,11156,13724
28.0,14454,12337,11790,14609,11564,14144,11790,12597
