,1,11,12,16,17,2,3,4,5,7,9
8.0,2844060,2330072,2844060,2677246,2448215,2330072,3953378,2486014,2396625,3415232,2631255
18.0,3027462,3190736,3027462,2837604,2602215,2463928,4194970,2777775,2534455,3635552,2800567
28.0,3223268,3382872,3223268,3004881,2762375,2598160,4438954,2951971,2672285,3875456,2980868
