,A,B,C,D,E,F,G,H
5.0,6079125,8138106,8138106,6254430,6049545,8138106,8033928,6100440
14.0,6381015,8607780,8607780,6610260,6379275,8607780,8498364,6433215
22.0,6661155,9012852,9012852,6940860,6670290,9012852,8899944,6726405
