,subjFloor,floorLv,unitNo,price,npsf,nfa
10.0/F低層A,10.0,低層,A,5873920,11296,520
18.0/F中層A,18.0,中層,A,6449300,11726,550
28.0/F高層A,28.0,高層,A,6807900,12378,550
10.0/F低層B,10.0,低層,B,3736740,9114,410
18.0/F中層B,18.0,中層,B,3905660,9526,410
28.0/F高層B,28.0,高層,B,4116810,10041,410
10.0/F低層C,10.0,低層,C,4334850,11115,390
18.0/F中層C,18.0,中層,C,4534920,11628,390
28.0/F高層C,28.0,高層,C,4767750,12225,390
10.0/F低層D,10.0,低層,D,4662240,10596,440
18.0/F中層D,18.0,中層,D,4873000,11075,440
28.0/F高層D,28.0,高層,D,5227640,11881,440
10.0/F低層E,10.0,低層,E,3458760,9348,370
18.0/F中層E,18.0,中層,E,3644130,9849,370
28.0/F高層E,28.0,高層,E,3850960,10408,370
10.0/F低層F,10.0,低層,F,3573140,9403,380
18.0/F中層F,18.0,中層,F,3763140,9903,380
28.0/F高層F,28.0,高層,F,3977080,10466,380
10.0/F低層G,10.0,低層,G,5611480,11452,490
18.0/F中層G,18.0,中層,G,5850600,11940,490
28.0/F高層G,28.0,高層,G,6159790,12571,490
