,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,10219030,14393,710,390,4,HPFL
14.0/F中層A,14.0,中層,A,10599590,14929,710,340,3,HPFL
23.0/F高層A,23.0,高層,A,11301780,15918,710,393,4,HPFL
6.0/F低層B,6.0,低層,B,6922560,14422,480,407,3,HPFL
14.0/F中層B,14.0,中層,B,7278240,15163,480,370,3,HPFL
23.0/F高層B,23.0,高層,B,7349760,15312,480,357,3,HPFL
6.0/F低層C,6.0,低層,C,6473280,13486,480,365,4,HPFL
14.0/F中層C,14.0,中層,C,6816960,14202,480,345,4,HPFL
23.0/F高層C,23.0,高層,C,7207680,15016,480,323,4,HPFL
6.0/F低層D,6.0,低層,D,10717450,15095,710,351,3,HPFL
14.0/F中層D,14.0,中層,D,11330180,15958,710,375,3,HPFL
23.0/F高層D,23.0,高層,D,12014620,16922,710,373,3,HPFL
6.0/F低層E,6.0,低層,E,20795580,17774,1170,218,4,HPFL
14.0/F中層E,14.0,中層,E,21922290,18737,1170,232,4,HPFL
23.0/F高層E,23.0,高層,E,23254920,19876,1170,214,4,HPFL
6.0/F低層F,6.0,低層,F,20795580,17774,1170,218,4,HPFL
14.0/F中層F,14.0,中層,F,21922290,18737,1170,232,4,HPFL
23.0/F高層F,23.0,高層,F,23254920,19876,1170,214,4,HPFL
