,1,2,3,4,5,6,7,8
7.0,12493,11534,11410,12991,13530,11494,11315,11751
15.0,12846,11743,11840,13298,12578,11791,11728,12014
23.0,13172,12309,12195,13804,12989,12099,12177,12627
