,A,B,C,D,E,F,G,H,J,K
9.0,8679294,6109635,6798636,7154280,5485968,5906028,7886700,7925502,8110162,5951610
22.0,8998990,6199845,7129374,7372645,5681232,6185217,8353806,8430708,8550392,6170633
36.0,9104550,6558360,7559811,7740950,5995728,6209293,8601456,8545407,8677496,6327748
