,1,10,2,3,4,5,6,7,8,9
8.0,3712908,2820432,3716232,3495792,4534995,2827266,3716232,3716232,2812392,4234425
18.0,3841990,2918118,3844206,3624432,4716885,2918879,3844206,3844206,2910078,4380195
29.0,3983260,3018327,3984922,3765936,4950375,3031080,3984922,3984922,3016206,4539510
