,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,5491170,11322,485
16.0/F中層A,16.0,中層,A,6142040,12664,485
25.0/F高層A,25.0,高層,A,6339920,13072,485
6.0/F低層B,6.0,低層,B,5855024,11998,488
16.0/F中層B,16.0,中層,B,6047296,12392,488
25.0/F高層B,25.0,高層,B,6218096,12742,488
6.0/F低層C,6.0,低層,C,5583186,12747,438
16.0/F中層C,16.0,中層,C,5751816,13132,438
25.0/F高層C,25.0,高層,C,5367252,12254,438
6.0/F低層D,6.0,低層,D,5497338,12551,438
16.0/F中層D,16.0,中層,D,5667720,12940,438
25.0/F高層D,25.0,高層,D,5831094,13313,438
6.0/F低層E,6.0,低層,E,4931931,12423,397
16.0/F中層E,16.0,中層,E,5078424,12792,397
25.0/F高層E,25.0,高層,E,5198715,13095,397
6.0/F低層F,6.0,低層,F,5059368,12744,397
16.0/F中層F,16.0,中層,F,5169734,13022,397
25.0/F高層F,25.0,高層,F,5323770,13410,397
6.0/F低層G,6.0,低層,G,5135989,12937,397
16.0/F中層G,16.0,中層,G,5192760,13080,397
25.0/F高層G,25.0,高層,G,5369425,13525,397
6.0/F低層H,6.0,低層,H,4808067,12111,397
16.0/F中層H,16.0,中層,H,5069293,12769,397
25.0/F高層H,25.0,高層,H,5268190,13270,397
