,A,B,C,D,E,F,G,H,J,K
6.0,9079840,7010625,6630000,7182375,6994875,9036280,5248600,4909488,4892376,5121200
16.0,9782694,6971743,7275375,7479750,7376821,9667924,5405680,5083644,5223852,5593560
23.0,9745272,7160108,7296375,7293375,7418597,9696170,5582640,5314656,5272152,5623520
