,A,B,C,D,E,F,G,H,J,K,L,M
6.0,4777379,5199670,5199670,5123122,4017216,4401631,5192035,5199670,5199670,4300340,3897229,3943345
14.0,4935231,5333600,5333600,5254469,4076996,4393454,5325149,5333600,5333600,4430536,4014654,4059489
23.0,5101329,5474610,5474610,5392884,4197410,4528134,5466509,5474610,5474610,4567508,4138911,4183319
