,10,14,15,17,18,3,4,6,7,8
7.0,2981688,1880752,2999800,2078615,2422767,2986782,1900500,2993632,2879392,2078615
18.0,2994008,1936776,3125452,1993530,2523328,3103944,1959750,3155744,2996352,1993530
29.0,3262840,1983776,3028666,2052435,2732424,3226200,2020875,3295552,3269984,2052435
