,A,B,C,D,E,F,G,H
8.0,13349,12527,13438,13292,13001,13384,12840,13402
17.0,13318,12655,13712,13725,13347,13357,13365,13908
26.0,13661,13040,14121,14015,13516,13709,13762,14314
