,10,14,15,17,19,21,22,23,24,4,6,7,8
9.0,3472815,3365754,3365754,3365754,3365754,4082190,3264789,3365754,3365754,4082190,3365754,3365754,3365754
20.0,3613023,3504438,3504438,3504438,3504438,4250750,3395853,3504438,3504438,4250750,3504438,3504438,3504438
30.0,3729609,3630549,3630549,3630549,3630549,4403630,3528060,3630549,3630549,4403630,3630549,3630549,3630549
