,A,B,C,D,E,F,G,H,J,K,L,M
5.0,8365,8373,8363,8385,8681,8681,8342,8373,8373,8375,8833,8690
14.0,8671,8680,8637,8693,9000,9000,8646,8680,8680,8682,9157,9009
23.0,8980,8992,8940,9006,9324,9324,8955,8992,8992,8993,9487,9333
