,10,11,13,15,16,18,2,20,22,23,24,3,4,5,6,7,8,9
6.0,443,443,489,441,485,443,443,489,443,443,381,443,489,489,443,443,485,485
18.0,443,443,489,443,485,443,443,489,443,443,381,443,489,489,443,443,485,485
28.0,443,443,489,443,485,443,443,489,443,443,381,443,489,489,443,443,485,485
