,A,B,C,D,E,F,G,H,J,K,L,M
6.0,8111,8813,8813,8698,9408,9151,8815,8813,8813,8885,9127,9235
14.0,8379,9040,9040,8921,9548,9134,9041,9040,9040,9154,9402,9507
23.0,8661,9279,9279,9156,9830,9414,9281,9279,9279,9437,9693,9797
