,1,2,3,4,5,6,7,8
7.0,5463108,6079050,6123060,4697332,4558708,6225950,5942174,5844558
15.0,5571153,6238593,6200580,4838122,4687224,6199081,6107332,5714919
23.0,6068622,6421734,6449970,5053875,4872778,6378001,6449459,5936742
