,A,B,C,D,E,F,G,H
3.0,10206820,8024940,9401728,8391786,8351083,9442197,8053749,10273384
6.0,10311678,8103564,9497600,8474362,8417695,9538390,8133444,10378896
8.0,10381904,17244080,9562112,8531530,8489858,9603118,8188092,10449560
