,1,12,16,18,19,2,20,22,23,40,48,49,52,8,9
7.0,9019,9163,9087,9314,9066,9323,9130,9132,9087,9188,8983,9064,9066,8978,9090
12.0,9155,8997,9227,9154,9205,9174,8963,8961,9229,9327,9009,9227,9205,9119,9230
17.0,9257,9141,9366,9291,9343,9346,9108,9105,9369,9466,9149,9366,9343,9258,9368
