,1,10,2,3,4,5,6,7,8,9
7.0,3603216,2655021,3591582,2646199,4108650,2655021,3605986,3584934,2655021,4380195
18.0,3711800,2757276,3730636,2747652,4529835,2757276,3736176,3713462,2757276,4576275
29.0,4013730,2851912,4010406,2842689,4738170,2851912,4048078,3828694,2851912,4785900
