,A,B,C,D,E,F,G,H,J,K
7.0,6899,6922,6922,6857,7288,7216,6937,6929,7114,7288
18.0,7278,7302,7302,7232,7694,7614,7318,7309,7502,7694
29.0,7626,7652,7652,7578,8069,7981,7672,7660,7866,8069
