,A,B,C,D,E,F,G,H,J,K
6.0,3893879,3911344,3900688,3893879,2953643,3230855,3887856,3916080,3204031,2953643
14.0,4005789,4023824,4011392,4005789,3044584,3329050,4000164,4029564,3300789,3044584
23.0,4133013,4151696,4137488,4133013,3145438,3438262,4126584,4157160,3409043,3145438
