,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,4054995,5319895,3775875,4137136,4151133,4026375,5222315,4046464,3627648,4151133,3762375,5222315,3993944,3902976,4744126,4778272,3765504,4046464
18.0,4430727,5722115,3969375,4449690,4449690,4122375,5591810,4158776,3959424,4449690,3952500,5591810,4063028,4059264,4954964,4991820,4008192,4158776
28.0,4517163,5761980,4039875,4527747,4527747,4151250,5756030,4230284,4043136,4527747,3982125,5756030,4146252,4080000,5023798,5210788,4064256,4230284
