,A,B,C,D,E,F,G,H
2.0,9753,9806,9631,9753,9745,9628,9626,9744
6.0,9889,9946,9764,9889,9880,9762,9760,9880
9.0,9991,10099,9865,9991,9983,9862,9861,9981
