,A,B,C,D,E,F,G,H,J,K
6.0,6363,6360,6382,6713,6696,6596,6365,6345,6596,7018
14.0,6550,6547,6584,6550,6896,6791,6552,6530,6791,7190
23.0,6748,6745,6769,6748,7103,6996,6750,6727,6996,7401
