,A,B,C,D,E,F,G,H,J,K
7.0,4439988,4420374,4420374,4512900,3399347,4136652,4359360,4281840,4099212,3751307
17.0,4605804,4577650,4577650,4674012,3512896,4247100,4517820,4457400,4210596,3847258
28.0,4835712,4775106,4775106,4875108,3676306,4380012,4746390,4684260,4347252,3303815
