,A,B,C,D,E,F,G,H,J,K,L,M
6.0,589,590,590,589,427,481,589,590,590,484,427,427
14.0,589,590,590,589,427,481,589,590,590,484,427,427
23.0,589,590,590,589,427,481,589,590,590,484,427,427
