,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,4830432,12016,402,389,4,NSS
13.0/F中層A,13.0,中層,A,4985641,12751,391,328,3,NSS
21.0/F高層A,21.0,高層,A,5027478,12858,391,335,3,NSS
5.0/F低層B,5.0,低層,B,4382202,10901,402,296,3,NSS
13.0/F中層B,13.0,中層,B,4414390,11290,391,283,3,NSS
21.0/F高層B,21.0,高層,B,4532472,11592,391,255,3,NSS
5.0/F低層C,5.0,低層,C,4716270,12510,377,354,3,NSS
13.0/F中層C,13.0,中層,C,4850482,12866,377,390,3,NSS
21.0/F高層C,21.0,高層,C,4983186,13218,377,387,3,NSS
5.0/F低層D,5.0,低層,D,5466999,11859,461,320,3,NSS
13.0/F中層D,13.0,中層,D,5724237,12417,461,337,3,NSS
21.0/F高層D,21.0,高層,D,5823352,12632,461,332,3,NSS
5.0/F低層E,5.0,低層,E,4455768,11084,402,251,3,NSS
13.0/F中層E,13.0,中層,E,4887500,12500,391,355,4,NSS
21.0/F高層E,21.0,高層,E,5065014,12954,391,361,4,NSS
5.0/F低層F,5.0,低層,F,4834050,12025,402,379,3,NSS
13.0/F中層F,13.0,中層,F,4884763,12493,391,352,3,NSS
21.0/F高層F,21.0,高層,F,4949278,12658,391,359,3,NSS
5.0/F低層G,5.0,低層,G,5368345,11645,461,323,4,NSS
13.0/F中層G,13.0,中層,G,5557816,12056,461,337,4,NSS
21.0/F高層G,21.0,高層,G,5684591,12331,461,340,4,NSS
5.0/F低層H,5.0,低層,H,4658589,12357,377,329,3,NSS
13.0/F中層H,13.0,中層,H,4741152,12576,377,337,3,NSS
21.0/F高層H,21.0,高層,H,4853498,12874,377,411,4,NSS
