,A,B,C,D,E,F,G,H
9.0,12377,11718,12509,12780,12661,11048,10855,12450
20.0,12495,11361,12419,13155,13039,11392,11144,13032
30.0,12762,11723,13038,13521,13262,11673,11293,13259
