,A,B,C,D,E,F,G,H,J,K
9.0,11511,13139,11388,12024,12699,12756,10350,11954,12251,12690
22.0,11935,13333,11942,12391,13151,13359,10963,12716,12916,13157
36.0,12075,14104,12663,13010,13879,13411,11288,12889,13108,13492
