,1,10,11,12,2,3,4,5,6,7,8,9,910
4.0,653,550,753,755,850,1258,573,710,690,690,750,547,1097
8.0,653,550,753,755,850,1295,573,702,684,690,750,547,1097
13.0,652,763,753,755,600,733,573,577,562,577,750,547,1097
