,A,B,C,D,E,F,G,H
4.0,4105730,3669880,3449890,3762715,4105485,4389882,3825710,4056835
9.0,4278230,3838010,3748310,3834740,4362336,4391914,3971695,4233565
14.0,4518580,4011890,3904400,4063500,4636926,4768596,4140470,4411800
