,A,B,C,D,E,F,G,H,J
3.0,10116548,8294573,6527184,9426024,7307850,,7084740,6605272,9636800
7.0,7843640,8568490,6754524,7217316,7549080,,7549080,6823952,7404300
11.0,8106808,8843170,6579925,7459668,7893648,6921088,7790955,7771941,7653200
