,1,10,11,12,2,3,4,5,6,7,8,9,910
4.0,9697703,7014700,10828140,10850105,11835400,16986774,8725644,10353930,10127130,10127130,10796250,6954011,13998817
8.0,10026815,7252850,11195604,11217790,12236600,19030025,9021312,10611432,10399536,10470750,11162250,7189768,14473818
13.0,10424828,11770801,11654934,11677585,9751800,11419407,9391470,9444913,8266458,9444913,11619750,7484601,15067295
