,1,10,11,12,2,3,4,5,6,7,8,9,910
4.0,14851,12754,14380,14371,13924,13503,15228,14583,14677,14677,14395,12713,12761
8.0,15355,13187,14868,14858,14396,14695,15744,15116,15204,15175,14883,13144,13194
13.0,15989,15427,15478,15467,16253,15579,16390,16369,14709,16369,15493,13683,13735
