,1,10,11,13,14,15,16,17,18,19,2,20,21,23,24,3,4,5,6,7,8,9
4.0,7683670,6756280,6176250,6280560,5784240,7290658,6756280,6842840,6756280,6226270,7849265,5784240,6310450,8008485,7849265,6347050,5784240,6226270,5784240,6890440,6756280,7475666
10.0,8031030,7085250,6465390,6697190,6068720,7667388,7085250,7176040,7085250,6522730,8352120,6068720,6600200,8517000,8352120,6648390,6068720,6633140,5557608,7363040,7085250,7938186
15.0,6212455,7350570,6702680,6964980,6298320,5700170,7350570,5700170,7350570,4534500,8657745,6298320,8137492,5826750,8657745,5076885,6298320,4835995,4806792,5893392,5768784,5826305
