,26,28,30,32,34,36,38,40,42,44,46,48
4.0,10976,11677,11677,10907,11327,11677,11677,11327,11327,11677,11059,10976
9.0,11373,12099,12099,11291,11736,12099,12099,10948,11736,12099,11425,11373
15.0,11849,12606,12159,11772,12228,12606,,12228,12228,,,12440
