,1,11,13,15,17,19,21,22,23,3,5,7,9
4.0,860,560,560,670,670,560,560,560,805,560,560,670,670
10.0,860,560,560,670,670,560,560,560,805,510,560,670,670
15.0,615,450,750,670,670,560,510,560,805,370,712,670,670
