,1,10,11,12,12A,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
5.0,7605,8506,9000,9168,8242,9230,,9324,9559,8832,9570,8004,9026,8953,8257,8087,8294,8271,8294,8238
9.0,8477,8760,9080,8733,8338,9477,,9602,9809,8892,9820,8262,9263,9207,8531,8461,8568,9373,8568,8486
13.0,9481,8861,9722,9489,8600,10010,,9880,10085,9115,10097,8771,9538,9400,8759,8721,8721,9033,8721,9626
