,10,12,14,16,18,2,20,22,24,4,6,8
4.0,9970,10103,11527,9970,9970,9631,10155,10198,9626,9779,10155,10082
10.0,10417,10561,12030,10417,10417,10061,10752,10663,10081,10530,10616,10530
15.0,10789,10938,12630,11054,10913,10419,11135,11048,10436,10908,10577,11246
