,10,12,14,16,18,2,20,22,24,4,6,8
4.0,7985790,7251230,7283180,7955820,7985790,8452620,7126270,7355600,8559540,7133370,7069470,8102430
9.0,8285490,7528130,7561500,8253900,8285490,8761500,7395360,7645280,8870400,7402460,7334300,8300880
15.0,8622450,7851180,7979040,8590860,8622450,9142650,7788240,7617590,9252540,7797600,7720560,8639460
