,A,B,C,D,E,F,G,H
12.0,7358894,7976808,7861040,7184614,9755550,7320352,7166607,8581274
26.0,8076509,8784279,8187080,7796080,11236410,8384480,7429647,9151350
38.0,8908339,9651726,8996680,8224686,11199930,8654880,7514313,9472450
