,1,10,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8
4.0,860,670,560,,560,670,670,670,670,560,860,560,560,,805,805,560,560,560,560,670,670
10.0,860,550,560,,560,670,670,670,670,560,860,560,560,,805,805,560,560,560,560,670,670
15.0,615,550,560,,,670,670,670,615,560,485,510,615,,805,485,560,510,560,750,670,670
