,A,B,C,D,E,F,G
2.0,4025625,2025870,2060755,4025625,3257492,1975360,3250080
4.0,4085000,2055570,2091085,3775775,3305202,2004160,3298026
5.0,4114450,2070420,2106250,4114450,3329057,2018880,3321816
