,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,43,44,45,46,47,whole floor
4.0,750,905,565,710,565,710,635,810,635,565,710,565,620,635,810,635,565,710,565,710,800,565
10.0,750,930,565,710,565,710,635,810,635,565,710,565,620,575,810,615,565,710,565,710,800,565
15.0,615,930,565,710,395,710,635,810,418,445,710,445,620,575,810,575,565,710,505,710,575,565
